name,producer,href,description
Blueberry & Mint,1,https://www.simonlevelt.nl/blueberry-mint,"Verken de interessante combinatie aan smaken van de Blueberry & Mint. Overheerlijke bosbessen en frisse munt zijn de basis van deze trendy fruitmelange. De fruitige, zoete én frisse smaken maken de thee tot een interessante combinatie. De toevoeging van hibiscus, appelstukjes en druivenstukjes zorgen er bovendien voor dat de thee er niet alleen prachtig uitziet, maar ook nog eens overheerlijk smaakt.  Op zoek naar een heerlijke dorstlesser? Deze thee is ook geschikt voor het maken van ijsthee!"
Sweet Spice & Orange,1,https://www.simonlevelt.nl/sweet-spice-orange,"Sweet Spice & Orange is een verrassende thee met zoete kruiden en frisse sinaasappel. Proef de heerlijke zoetkruidige smaken van gember, zoethout, anijs en venkel en ervaar het frisse van sinaasappel. De basis van deze thee is een mooie zwarte thee uit het zuiden van India. De thee is mild, vol en aangenaam en ondersteunt de smaak van de kruiden."
Rooibos Summer Fruit,1,https://www.simonlevelt.nl/rooibos-summer-fruit,"Haal de smaak van de zomer in huis met Rooibos Summer Fruit. Zuid Afrikaanse Rooibos thee met een flinke dosis mangostukjes en verrijkt met de smaak van friszoete perziken en sappige sinaasappels. De combinatie van dit zomers fruit brengt je in tropische sferen! De thee is zoet, zwoel, fruitig, sappig en… smaakt naar meer! Deze rooibos is ook zeer geschikt voor het maken van een fantastische theïnevrije ijsthee."
Citrus & Green Tea,1,https://www.simonlevelt.nl/citrus-green-tea,"Lekker fris en zoetig van smaak, dat is Citrus & Green Tea. Als basis is gebruik gemaakt van de groene thee Chunmee Young Hyson. Dit is een kwalitatief mooie groene thee uit China met een frisse, lichtkruidige en iets grassige smaak. Door deze bijzondere smaak combineert de thee perfect met citrussmaken. Geniet van Chunmee Young Hyson met stukjes frisse sinaasappel en de smaak van friszoete mandarijn. Een heerlijke frisse groene thee voor de zonnige lentedagen."
Jasmine Finest,1,https://www.simonlevelt.nl/jasmine-finest,"Jasmine Finest is een milde groene en bloemige jasmijnthee. Het theeblad heeft een mooi, frisgroen uiterlijk en ruikt naar de onmiskenbare en aangename geur van jasmijnbloesem. Deze groene thee is lichtkruidig, heeft milde bitters en een zoete ondertoon. De subtiele smaak en geur van jasmijn maakt de thee af. Dat maakt de Jasmine Finest tot een toegankelijke jasmijnthee die gemakkelijk drinkbaar is op elk moment van de dag."
Gabalong Sencha,1,https://www.simonlevelt.nl/gabalong-sencha,"Gabalong Sencha is een prachtige groene thee uit Japan. Deze zomerpluk is een melange van de theevariëteiten Yutakamidori en Yabukita. De thee is zachtzoet en volromig van smaak en bevat tonen van avocado, courgette, boterbonen en noten. De wat zoete, boterige en notige smaak dankt de thee aan het Gabalong productieproces. Dit proces zou ook de gezondsheidskenmerken van groene thee kunnen versterken en maakt de Gabalong dus een echte super-groene thee! De Gabalong Sencha is ontstaan in het National Tea Research Institute in Japan en heeft een interessante geschiedenis. Bij een onderzoek van het National Tea Research Institute stond de vraag centraal: ""Hoe kan de smaak en het aroma van groene thee beter behouden worden door een aanpassing in het productieproces?"" Tijdens dit onderzoek is in het productieproces zuurstof vervangen door stikstof, een zogenaamd anaerobe productieproces. Na het plukken werd het blad verflenst en vervolgens gedurende 14 uur geplaatst in een volledig met stikstof gevulde container. Een belangrijk en interessant resultaat van dit onderzoek was de sterke toename van GABA, beter bekend als Gamma-aminoboterzuur, in de thee. GABA zou stress kunnen verminderen en goed zijn voor de concentratie, vandaar dat deze thee wordt beschouwd als een super-groene thee!"
King of Jasmine,1,https://www.simonlevelt.nl/king-of-jasmine,"King of Jasmine is met recht de Koning der Jasmijnthee! Het theeblad met zilveren tips is prachtig om zien. De thee is intens bloemig en heeft een exclusief en verfijnd aroma. Naast de intense geur van Jasmijnbloesem, kan je ook het friszoete van mandarijn ontdekken. Tot slot is deze groene thee lichtkruidig en heeft het een lichte, maar aangename trek. Dit maakt de thee helemaal in balans. Het resultaat is een prachtige King of Jasmine die zeker in de smaak valt! King of Jasmine wordt gemaakt van de in april / mei geplukte Organic White Downy Lentepluk uit Yunnan, China. Voor deze thee wordt gebruik gemaakt van een selectieve pluk, waarbij alleen het donzige bladknopje en het eerste blad wordt geplukt. De naam Organic White Downy Lentepluk doet wellicht vermoeden dat het om een witte thee gaat, maar dit is niet het geval. De thee volgt het productieproces van groene thee. Dit betekent dat het na de pluk wordt verflenst, gestoomd, licht gerold en vervolgens gedroogd. In juli / augustus wordt deze thee gegeurd met verse geplukte jasmijnbloesem, geplukt in de naderende scherming. Dit is het beste moment om de jasmijn te plukken, aangezien de bloesem dan opent. Verser kan niet! De bloesem wordt vervolgens neergelegd om te rusten tot ze volledig geopend en afgekoeld zijn. Vervolgens wordt de thee en de jasmijnbloesem om en om gestapeld. Gedurende 10 uur wordt de thee op deze manier gegeurd in een afgesloten ruimte. Des te vaker dit proces herhaald wordt, des te intenser de jasmijnsmaak. Voor de King of Jasmine wordt dit proces 4 keer herhaald."
Jasmine Chung Hao,1,https://www.simonlevelt.nl/jasmine-chung-hao,"Jasmine Chung Hao is een biologische jasmijnthee van prachtige kwaliteit. De kwaliteit is al zichtbaar bij de basis. Voor deze thee wordt de hoogwaardige groene thee een Bi Luo Chun, oftewel Pi Luo Chun gebruikt met een prachtig uiterlijk en een verfijnde smaak en geur. Het theeblad van de Jasmine Chung Hao heeft een mooi donkergroen uiterlijk. De intensiteit van de groene kleur van het theeblad vind je terug in de smaak van de thee. Het theeblad wordt met veel zorg geplukt en vervolgens gedroogd op een bed van verse jasmijnbloesem. Voor de Jasmine Chung Hao wordt extra jasmijnbloesem toegevoegd aan het droogbed, met als resultaat een intens bloemige beleving van jasmijngeur en -aroma. De bloesem wordt na het drogen verwijderd uit de thee. Ook dat is een kenmerk van kwaliteit. Dit zorgt voor een zeer goede balans tussen de smaak van groene thee en de intensiteit van jasmijnbloesem.  Jasmine Chung Hao is een premium jasmijnthee. Dat zie je terug in de productie van deze jasmijnthee. De basis van de Jasmine Chung Hao is een groene thee genaamd Bi Luo Chun, oftewel Pi Luo Chun. Deze thee is afkomstig van de Qingshan Tea Garden gelegen in de provincie Hunan. De Bi Luo Chung is een lentepluk, die handmatig wordt geoogst in de periode april / mei. Tijdens de oogst wordt de bladknop met twee tot drie scheuten geplukt. Na het verwerken van de thee wordt het opgeslagen tot juli, de start van het oogstseizoen van de beste jasmijnbloesem.  In juli / augustus wordt de beste jasmijnbloesem geplukt. Dit gebeurt aan het einde van de middag wanneer de bloesem zich opent in de naderende schemering. Na de pluk wordt de bloesem neergelegd om te rusten tot ze volledig geopend en afgekoeld zijn. Voor de Jasmine Chung Hao wordt alleen verse jasmijnbloesem gebruikt.  De Bi Luo Chung en de verse jasmijnbloesem worden om en om gestapeld in lagen van thee en jasmijnbloesem. Op deze manier wordt de thee gedurende 10 uur gegeurd in een afgesloten ruimte. Des te vaker dit proces herhaald wordt, des te intenser de jasmijnsmaak. Voor de China Jasmine Chung Hao, wordt dit proces drie tot vier keer herhaald. Het resultaat is een intense jasmijnthee van prachtige kwaliteit. Dat proef je zeker terug in de Jasmine Chung Hao!"
Jasmine Spring,1,https://www.simonlevelt.nl/jasmine-spring,"Jasmine Spring is een erg bijzondere jasmijnthee. De basis van deze thee is namelijk een Lentepluk Darjeeling thee uit India. Deze lichte, zwarte thee wordt gemaakt van de eerste blaadjes die na de winter aan de theestruik groeien. Dit maakt de thee licht, bloemig en zeer aromatisch. Deze bijzondere zwarte thee wordt in de Jasmine Spring gecombineerd met een hoogwaardige, intense groene jasmijnthee uit China. Het resultaat is een zeer rijke, geurige en bloemige thee die versierd is met blauwe én witte korenbloem. Geniet ervan!"
Lady Earl Grey,1,https://www.simonlevelt.nl/lady-earl-grey,"Lady Earl Grey is de verfijnde, zachte en bloemige variant op de klassieke Earl Grey thee. De thee is vernoemd naar Mary Elizabeth Grey, de vrouw van Charles Grey, de 2e Earl of Grey naar wie Earl Grey thee is vernoemd. De basis is een milde zwarte thee uit het zuiden van India, verrijkt met de frisse, alombekende smaak van bergamot én met de zachte, friszoete smaak van oranjebloesem. Ontdek daarnaast ook rozenbloemblad, korenbloemetjes en sinaasappelschilletjes. De rijke versiering van de thee, maakt de thee perfect “ladylike”."
Sencha Silver Flower,1,https://www.simonlevelt.nl/sencha-silver-flower,"Een bloemenfestijn met rozenblaadjes. Deze groene thee wordt op Japanse stijl geproduceerd, door herhaaldelijk rollen en pletten ontstaat de typische vorm van platte naalden."
Vlierbloesem & Citroen,1,https://www.simonlevelt.nl/vlierbloesem-citroen,"Vlierbloesem & Citroen is een lust voor het oog en rijk van smaak. Het is een fantastische, rijk versierde groene thee uit China. Voor de basis van deze thee is gekozen voor de Chinese groene Yunnan thee. Een krachtige, licht kruidige groene thee met een mooi groot blad en van een mooie kwaliteit. De thee is prachtig versierd met vlierbloesem, lavendel, rozenblaadjes en een vleugje kamille. Door de toevoeging van citroenstukjes is de thee bovendien friszoet. Al met al een mooie combinatie van smaken. Met deze mooie combinatie van smaken is het niet alleen een feest om te zien, maar smaakt het ook nog eens heerlijk. Een kopje van deze smaakvolle thee bezorgt je het ultieme zomerse gevoel. Vlierbloesem & Citroen is namelijk ook erg lekker als ijsthee!"
Verveine Thee,1,https://www.simonlevelt.nl/verveine-thee,"Verveine is een frisse thee met een zachte, citroenachtige smaak. Het is een populaire drank in Frankrijk. Verveine Thee wordt vaak als digestief na de maaltijd gedronken, omdat het een gezonde spijsvertering zou ondersteunen. De bladeren van verveine (of citroen-verbena) geven hun geur af zonder daarvoor beschadigd te hoeven worden. Zelfs in gedroogde toestand blijven de bladeren nog jarenlang krachtig geuren. Dit maakt van Verveine het ideale ingrediënt voor een verfrissende kruidenthee."
Indian Chai,1,https://www.simonlevelt.nl/indian-chai,"Een kruidige Chai is op gure dagen een echte warme opkikker, maar biedt ook verkoeling bij gekruid Indiaas eten. Chai is het Indiase woord voor thee. Indiërs zelf drinken hun thee het liefst met een flinke scheut melk. In het Nederlands wordt het meestal gebruikt om een pittige Indiase kruidenthee (masala chai in het Indiaas) aan te duiden."
Gunpowder thee,1,https://www.simonlevelt.nl/gunpowder-thee,Gunpowder thee is een echte klassieker uit China. De thee heeft deze naam te danken aan het feit dat de grijs-groene balletjes van opgerolde theebladeren lijken op buskruit dat in de 18e eeuw werd gebruikt. In heet water springen de Gunpowder thee balletjes open en geven een volle en kruidige groene thee.
King of Ti Kuan Yin,1,https://www.simonlevelt.nl/king-of-ti-kuan-yin,"Lichtzoetig en vol van smaak. Een licht geoxideerde Oolong met compleet, zeer strak opgerold blad. Deze Oolong thee heeft een compleet opgerold blad, dat zich bij het zetten tot groot formaat ontvouwt. De smaak is stevig en vol, doordat de thee bij het drogen licht wordt geoxideerd."
Assam Melange,1,https://www.simonlevelt.nl/assam-melange,"Klassieke zwarte thee uit Assam, India met een mooi groot blad en veel tip. Het klimaat en de bodem zorgen voor de volle, stevige en moutige smaak, die per seizoen weer anders is. Assam is vooral geliefd om zijn zomerpluk (second flush). Uitermate geschikt tijdens het ontbijt of een afternoon tea."
Lumbini Valley OP,1,https://www.simonlevelt.nl/lumbini-valley-op,"Lumbini Valley OP is een zwarte thee uit Ceylon van de mooiste kwaliteit. De thee is mild, vriendelijk en heeft zoete tonen van krenten en bruine suiker. Ontdek ook een frisse hint van rozenbottel en een vleugje aardbei. De thee is volledig in balans, toegankelijk en heeft zeer weinig bitters. OP in de naam Lumbini Valley OP staat voor Orange Pekoe. Dat betekent dat er blad wordt gebruikt van de mooiste kwaliteit: groot, lang en heel theeblad. Deze kwaliteit proef je zeker terug in de thee. Lumbini Valley OP is afkomstig van de Lumbini Tea Valley, de hoogstgelegen theeplantage in het zuiden van Sri Lanka. In de vallei komen alle elementen samen die bijdragen aan een kwaliteitsthee: natuurlijke bronnen, een voedzame bodem, zuivere lucht door de aanwezigheid van regenwouden, de Gin rivier en tot slot de warme bries van de Indische Oceaan. De Lumbini Tea Valley bestaat uit circa 800 kleine theeboeren en outgrowers, die met onze hulp onderweg zijn naar een 100% biologische theeteelt. Op dit moment zijn 3 velden van de plantage en 15 outgrowers biologische gecertificeerd. Van dit deel van de plantage komt de Lumbini Valley OP. Door de aankoop van deze thee worden de andere theeboeren en outgrowers aangemoedigd en geholpen om over te stappen naar biologische teelt."
Lumbini Pure Black BOP,1,https://www.simonlevelt.nl/lumbini-pure-black-bop,"Lumbini Pure Black BOP is een krachtige, zwarte thee uit Ceylon met een medium body. De thee is soepel, makkelijk drinkbaar en heeft milde bitters. BOP in de naam Lumbini Pure Black BOP staat voor Broken Orange Pekoe. Dit betekent dat het theeblad gebroken is. Het gebroken blad zorgt voor extra extractie, waardoor de thee krachtiger en donkerder wordt. Het resultaat is een heerlijke krachtige zwarte thee die zeker het proberen waard is.  Lumbini Pure Black BOP is afkomstig van de Lumbini Tea Valley, de hoogstgelegen theeplantage in het zuiden van Sri Lanka. In de vallei komen alle elementen samen die bijdragen aan een kwaliteitsthee: natuurlijke bronnen, een voedzame bodem, zuivere lucht door de aanwezigheid van regenwouden, de Gin rivier en tot slot de warme bries van de Indische Oceaan. De Lumbini Tea Valley bestaat uit circa 800 kleine theeboeren en outgrowers, die met onze hulp onderweg zijn naar een 100% biologische theeteelt. Op dit moment zijn 3 velden van de plantage en 15 outgrowers biologische gecertificeerd. Van dit deel van de plantage komt de Lumbini Pure Black BOP. Door de aankoop van deze thee worden de andere theeboeren en outgrowers aangemoedigd en geholpen om over te stappen naar biologische teelt."
Genmaicha bio,1,https://www.simonlevelt.nl/genmaicha-bio,"Ontdek de in Japan zeer populaire groene thee: Genmaicha. Deze unieke thee bestaat uit een groene sencha thee van de second flush (zomerpluk) met geroosterde rijst. De rijst wordt op hoge temperatuur geroosterd, waardoor het “open gepopt”, zoals popcorn. Zodra een klein aandeel van de rijst is open gepopt, wordt het roosteren gestopt, waardoor de rijst afkoelt en niet alles popt. De toevoeging van de rijst aan de thee is niet alleen visueel zeer aantrekkelijk, maar zorgt ook voor de unieke Genmaicha smaak. Het maakt de thee milder, voller, rijker en vooral zoeter. Toch gaat het karakter van de groene sencha niet verloren, die blijft grassig, hartig en romig. Er is een mooie legende over de historie van Genmaicha. In de 15e eeuw, op het eiland Honshu, dronk een Samoerai zijn kop thee terwijl hij een strijdplan schreef voor zijn troepen. Zijn bediende met de naam Genmai, liet per ongeluk wat rijstkorrels vallen in de theekom van zijn Samoerai. Deze onhandigheid heeft Genmai met de dood moeten bekopen. Maar…. De Samoerai dronk zijn kom verder leeg met de rijstkorrels. Deze smaakervaring was zó positief dat de Samoerai besloot dagelijks zijn thee op deze manier te drinken, thee mét rijst. Als nagedachtenis aan zijn bediende noemde hij de thee: Genmai-cha.  Meer waarschijnlijk is de theorie dat groene thee te kostbaar was in delen van Japan waar geen thee groeit. Om die reden werd het vermengd met geroosterde rijst die minder kostbaar was. Op die manier kon men toch van een gezonde en lekkere warme kop thee genieten."
Bukit Sari Highland Green,1,https://www.simonlevelt.nl/bukit-sari-highland-green,"Bukit Sari Highland Green is een prachtig uitziende, grootbladige groene thee. Het blad is heel mooi sierlijk en “krullerig”. Op het oog is het al een thee om blij van te worden! In je glas heeft de thee een heldere, frisgroene kleur. Die kleur komt terug in de smaak en het aroma: frisgroen, mild, iets bloemig en met een lichte trek. De thee is volledig in balans, omdat deze ook iets fruitig en een zoete hint heeft. De smaak die je je voorstelt als je denkt aan de groene Indonesische Highlands waar de Bukit Sari Tea Plantation gevestigd is. Bij een wat langere infusietijd heeft de thee meer tintelende, kruidige tonen van onder andere spinazie, zoethout en salie. De thee heeft een licht droge afdronk en is zeer geschikt voor de traditionele Chinese Gong fu Cha."
Strawberry & Mint,1,https://www.simonlevelt.nl/strawberry-mint,"Strawberry & Mint is een heerlijke combinatie van zoet en fris! Proef de volle en zoete smaak van rijpe aardbeien, gecombineerd met een vleugje frisse munt. De basis van de thee is de zachte Chinese witte thee Pai Mu Tan, die zorgt voor een goede balans en een soepele en haast sappige afdronk. Ook zeer geschikt als ijsthee!"
Earl Grey - 10 sachets,1,https://www.simonlevelt.nl/earl-grey-10-sachets,"Earl Grey Premium Organic Tea is een zwarte thee uit Zuid-India verrijkt met de smaak van bergamot. Bergamot is een kleine peervormige citrusvrucht die de thee zijn karakteristieke friszoete smaak geeft. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Earl Grey Premium Organic Tea."
Jasmine Green - 10 sachets,1,https://www.simonlevelt.nl/jasmine-green-10-sachets,"Jasmine Green Premium Organic Tea is een verfijnde groene thee uit China die gedroogd is op een bloembed van verse jasmijnbloesem. Het resultaat is een intens bloemige en zeer aromatische kop thee. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Pure Black Premium Organic Tea."
Pure Black - 10 sachets,1,https://www.simonlevelt.nl/pure-black-10-sachets,"Pure Black Premium Organic Tea is een zwarte thee uit Ceylon, Sri Lanka. De thee is vol en krachtig en heeft een frisse, lichtzoete smaak. Een klassieke thee voor elk moment van de dag. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Pure Black Premium Organic Tea."
Indian Chai - 10 sachets,1,https://www.simonlevelt.nl/indian-chai-10-sachets,"Indian Chai Premium Organic Tea is een krachtige zwarte thee uit India in combinatie met chai. Chai is een rijke kruidenmelange van onder andere kaneel, gember en kruidnagel. Een volle, intense en verwarmende thee. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Indian Chai Premium Organic Tea."
Lemon Green - 10 sachets,1,https://www.simonlevelt.nl/lemon-green-10-sachets,"Lemon Green Premium Organic Tea is een groene thee uit het zuiden van India verrijkt met de smaak van citroen. Opwekkende, zachte thee met licht grassige ondertonen. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Lemon Green Premium Organic Tea."
Rooibos Orange - 10 sachets,1,https://www.simonlevelt.nl/rooibos-orange-10-sachets,"Rooibos Orange Premium Organic Tea is een Zuid-Afrikaanse rooibos verrijkt met de smaak van sappige sinaasappels. De thee is fris, zoet, lichtkruidig én theïnevrij. Een mooie combinatie tussen fris en zachtzoet. Een sachet is ideaal voor een snelle kop thee thuis; voor bij het ontbijt, voor als je thuis werkt óf voor elk ander moment waarop je verlangt naar een verwarmende en gezonde kop thee. Een doosje bevat 10 theezakjes Rooibos Orange Premium Organic Tea."
Bukit Sari Premium FOP,1,https://www.simonlevelt.nl/bukit-sari-premium-fop,"De Bukit Sari Premium FOP is een prijswinnende zwarte thee met een milde, volle en lichtzoete smaak. De thee komt van de Bukit Sari theetuin in West-Java, Indonesië. Hier groeit de thee aan de theestruiken van de Assamica variëteit. Karakteristieken van deze struiken zijn te proeven in de thee; licht moutig en een vleugje tabak/rook. Als je ervoor kiest om de thee wat langer te laten trekken, dan komen de unieke, zoete smaken van honing en rozijnen naar boven.  FOP in de naam staat voor Flowery Orange Pekoe. Dit geeft aan wat voor prachtige en kwalitatief goede thee dit is. Zwarte thee met de theegradatie Flowery Orange Pekoe wordt gemaakt van de twee bovenste blaadjes en de bladknop. Dit resulteert in een mooie kwaliteitsthee met fijne, zachte jonge bladeren met knoppen (ook wel tips genoemd). Die kwaliteit proef je zeker terug in de Bukit Sari Premium FOP. De thee komt helemaal goed tot zijn recht in de Chinese Gong fu Cha theeceremonie, die draait om thee zetten en proeven met aandacht, vakmanschap en zorg. Op deze manier geniet je zeker van het perfecte kopje thee."
Lime & Mint Green,1,https://www.simonlevelt.nl/lime-mint-green,"Lime & Mint Green is een heerlijk verhelderende, verfrissende en tintelende thee. De basis is de biologische groene Chunmee Green Leaf thee uit China. Vervolgens is het verrijkt met stukjes van een sappige limoen, citroenschil en een dosis kruizemunt voor extra verfrissing. Met de verfrissende smaak is deze thee ook zeer geschikt als ijsthee als zomerse dorstlesser. Maak er een mooie presentatie van en versier het thuis met een schijfje limoen en takje munt in je infusie. Zo haal je echt het zomergevoel in huis!"
Honeybush Fruity Mango,1,https://www.simonlevelt.nl/honeybush-fruity-mango,"Honeybush Fruity Mango is honeybush thee verrijkt met sappige stukjes mango, frisse sinaasappelstukjes en de friszoete smaak van mandarijn. Een energieke, fruitige en volle thee die garant staat voor een heerlijk genietmomentje.  Honeybush thee lijkt qua uiterlijk erg op Rooibos. Toch heeft het een andere smaak. Honey verwijst naar de zachtzoete, honingachtige en lichtkruidige smaak van het “Honingbos”."
Earl Grey Darjeeling,1,https://www.simonlevelt.nl/earl-grey-darjeeling,"Voor deze thee wordt een Darjeeling Second Flush gemengd met een natuurlijk aroma met bergamotsmaak, die de Darjeelingthee ondersteunt. Het resultaat is wonderlijk groots: een lavendel-zoete smaak."
Assam Gold 2nd flush,1,https://www.simonlevelt.nl/assam-gold-2nd-flush,"Ben je een liefhebber van krachtige zwarte thee? Dan is onze Assam Gold 2nd Flush wat voor jou. Deze geurige thee wordt geplukt in de zomer en is daarmee de ‘2nd flush’. Het heeft veel goudkleurige tips en is van hoge kwaliteit. Wanneer je de thee drinkt, proef je een volle thee met veel geur en kleurt je kopje mooi donker koper."
Finest Oolong,1,https://www.simonlevelt.nl/finest-oolong,"Deze kort geoxideerde oolong thee is fluweelzacht en vol van smaak. Het typisch notige karakter komt goed naar voren, dus ben je fan van die echte oolong smaak, dan zal je de Finest Oolong zeker waarderen."
Pai Mu Tan,1,https://www.simonlevelt.nl/pai-mu-tan,"Delicate witte thee van jong, groot blad met veel tip. Geurig en iets zoet. Deze China White tea wordt gemaakt van jong blad met tip van een speciale thee-variëteit. De blaadjes worden nauwelijks gerold en zeer licht geoxideerd. Het grote blad geeft een zeer licht aromatisch (iets zoet) aftreksel met goudgele kleur."
Brandnetel Citroengras,1,https://www.simonlevelt.nl/brandnetel-citroengras,"Prikkel je zintuigen met deze melange van brandnetel, citroengras en lemon myrtle. Je zou het misschien niet verwachten, maar dit is een aangenaam zachte thee. Hij heeft een hartig-kruidige ondertoon en een hintje frisheid. Een verfrissende combinatie van smaken die het prima doet als thee voor de hele dag!"
Earl Grey Ylang ylang,1,https://www.simonlevelt.nl/earl-grey-ylang-ylang,"Op zoek naar een bijzondere smaakcombinatie? Ga dan eens voor de Earl Grey Ylang Ylang. Het natuurlijke, zoete aroma in deze theespecialiteit komt van Ylang Ylang, de geurige ‘bloem der bloemen’. Het is een kostbaar en rijk aroma, dat samen met de frisheid van bergamotolie een harmonieus geheel vormt. Je kent Ylang Ylang misschien als ingrediënt van exclusieve parfums, waaronder Chanel No. 5 of als ontspannend onderdeel van aromatherapie. In deze thee komt de Ylang Ylang minstens net zo goed tot zijn recht. Geef jezelf een luxe verwenmoment cadeau met de Earl Grey Ylang Ylang!"
Lime & Apple,1,https://www.simonlevelt.nl/lime-apple,"De basis van deze thee is een delicate Chinese witte thee, Pai Mu Tan. Deze thee heeft een prachtig, groot theeblad met veel tip. Het is van zichzelf zacht, geurig en aangenaam zoetig. Schenk je kopje Lime & Apple thee in en proef de frisse limoenstukjes en lichtzoete appelstukjes. Deze twee smaken zorgen voor een mooie balans, waarbij ook de smaak van de witte thee goed herkenbaar blijft.  Lime & Apple is een fijne combinatie van smaken en is zowel warm als koud te serveren."
Nilgiri Groen,1,https://www.simonlevelt.nl/nilgiri-groen,"De Nilgiri Groen is een topklasse groene thee, met een langwerpig, regelmatig gevormd blad. Bij het zetten van je kopje thee, komt de typische kruidig-grassige geur van groene thee je tegemoet. Je proeft een milde en zacht bittere smaak."
Zoete Vijg & Fruit,1,https://www.simonlevelt.nl/zoete-vijg-fruit,"Eigenlijk is deze fruitthee een mix van fruit én groente, want naast rozenbottel, appel, vijg en banaan, is de thee verrijkt met pompoenpitten, stukjes wortel en biet. De thee is mild, fruitig en aangenaam zoet."
Ambootia Groen,1,https://www.simonlevelt.nl/ambootia-groen,"Kruidige thee met veel geur. Na het rollen wordt -anders dan bij andere groene thee - het blad onmiddellijk gevuurd om oxidatie te voorkomen. Het is een aangename, kruidige thee met veel geur en een bloemige afdronk."
Earl Grey Superieur,1,https://www.simonlevelt.nl/earl-grey-superieur,"Schud je smaakpapillen wakker met Earl Grey Superieur! De theemelange uit China en Ceylon bevat veel tip voor een volle smaak, die nog krachtiger aanwezig is door de rijke hoeveelheid bergamotaroma in deze thee."
Russische Earl Grey,1,https://www.simonlevelt.nl/russische-earl-grey,"De Russische Earl Grey heeft zijn naam te danken aan geschiedenis die samengaat met de thee. De basis van het recept dateert uit 1618 en is opgedragen aan Tsaar Michael Fedorovich. Russische Earl Grey is een bekende naam voor een Earl Grey thee met frisse citrus. De enige link van deze thee met Rusland is de historie. De ingrediënten van deze thee zijn niet afkomstig uit Rusland. Een stoere en biologische Earl Grey melange met een kruidige rooksmaak, mooi in harmonie met de frisse citrus. Deze rookthee wordt heel sterk gezet en aangevuld met kokend water."
Rooibos Spicy Chai,1,https://www.simonlevelt.nl/rooibos-spicy-chai,"Proef India, maar dan op zijn Zuid-Afrikaans! De zachte, vriendelijke smaak van de Rooibos is een perfecte basis voor de meer uitgesproken smaak van de kruiden en specerijen die je in de Rooibos Spicy Chai proeft. Citroengras geeft een vleugje verfrissing, rozenbottel zorgt voor een beetje extra zoet. Het resultaat is een heerlijk exotische kruidenthee, die nooit gaat vervelen!"
Lemon Ginger,1,https://www.simonlevelt.nl/lemon-ginger,Intense dorst les je snel met deze tintelende kruidenthee. Onze Lemon Ginger is een tikje pikant en tegelijk lekker fris. Dat maakt het verrassend lekker op zowel koude als warme dagen.
Irish Breakfast,1,https://www.simonlevelt.nl/irish-breakfast,Heb jij een opkikker nodig in de ochtend? Dan is de Irish Breakfast wat voor jou. Deze pittige en zeer krachtige thee vinden wij ideaal als donkere ontbijtthee. Probeer het ook een keer met melk!
Rooibos,1,https://www.simonlevelt.nl/rooibos,"Milde en makkelijke Zuid-Afrikaanse volksdrank. Rooibos is rijk aan mineralen, heeft een laag looizuurgehalte en bevat geen theïne (cafeïne)."
Ceylon Superieur,1,https://www.simonlevelt.nl/ceylon-superieur,"Een krachtige 'highgrown' melange uit de hooggelegen theedistricten van Sri Lanka, voorheen Ceylon. Deze theemelange bestaat uit twee gerenommeerde Ceylon theesoorten. De Nuwara Eliya en de Uva Highlands. Deze hooggegroeide thee heeft een kleiner blad, waarin de kracht en het aroma geconcentreerd zit."
Earl Green,1,https://www.simonlevelt.nl/earl-green,"Iedereen kent Earl Grey thee, maar heb je al eens Earl Green geproefd? Deze variant is gemaakt met biologische groene thee in plaats van met zwarte thee en is daardoor lichter van smaak dan klassieke Earl Grey. Maar je proeft wel die typische frisse, zacht-bittere Earl Grey-smaak van bergamot. Lekker om eens af te wisselen en jezelf en je theevisite aangenaam te verrassen!"
Yen Bai Groen,1,https://www.simonlevelt.nl/yen-bai-groen,"Vietnam mag dan niet zo heel bekend zijn als theeproducent, er komt wel smaakvolle biologische thee vandaan! Yen Bai Groen is een grootbladige groene thee met een zachte, aangename body en een klein beetje trek. Ontdek naast de tonen van gras en groene bonen, de fruitige tonen van perzik, abrikoos en tropisch fruit. Een toegankelijke thee, ideaal voor een beginnende groene theedrinker én geschikt voor elk moment van de dag."
